TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
,8412,Ban Na San,84,Surat Thani,8.812,99.359
Tha Luang,3015,Phimai,30,Nakhon Ratchasima,15.282,102.547
Rattana Buri,3207,Rattanaburi,32,Surin,15.311,103.843
Kut Lat,3401,Mueang Ubon Ratchathani,34,Ubon Ratchathani,15.291,105
Huai Ta Mon,3317,Phu Sing,33,Si Sa Ket,14.525,104.077
Bung Khla,6703,Lom Sak,67,Phetchabun,16.629,101.178
Hat Kruat,5301,Mueang Uttaradit,53,Uttaradit,17.562,100.199
Klang Yai,3404,Khueang Nai,34,Ubon Ratchathani,15.515,104.407
Nong Song Hong,4015,Nong Song Hong,40,Khon Kaen,15.707,102.771
Pakham,3112,Pakham,31,Buri Ram,14.454,102.721
Saen To,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,16.051,99.831
Nong Wa,3901,Mueang Nong Bua Lam Phu,39,Nong Bua Lam Phu,17.147,102.35
Nang Lue,1801,Mueang Chai Nat,18,Chai Nat,15.122,100.082
Lum Lam Chi,3602,Ban Khwao,36,Chaiyaphum,15.697,101.932
Nam Om,3507,Kho Wang,35,Yasothon,15.397,104.28
Na Klang,3902,Na Klang,39,Nong Bua Lam Phu,17.312,102.214
Khun Thale,8003,Lan Saka,80,Nakhon Si Thammarat,8.344,99.848
Khuang Pao,5002,Chom Thong,50,Chiang Mai,18.472,98.726
Na Kok,4902,Nikhom Kham Soi,49,Mukdahan,16.346,104.614
Sa Kaeo,8008,Tha Sala,80,Nakhon Si Thammarat,8.752,99.867
Kut Nam Sai,3507,Kho Wang,35,Yasothon,15.415,104.353
Thung Khai,9203,Yan Ta Khao,92,Trang,7.474,99.648
Na Khu,4616,Na Khu,46,Kalasin,16.808,104.07
Warin,3402,Si Mueang Mai,34,Ubon Ratchathani,15.415,105.26
Nai Mueang,4010,Ban Phai,40,Khon Kaen,16.106,102.767
Sa Bua,4503,Pathum Rat,45,Roi Et,15.568,103.371
Lam Kho Hong,3010,Non Sung,30,Nakhon Ratchasima,15.252,102.21
Dong Phlong,3122,Khaen Dong,31,Buri Ram,15.321,103.172
Kham Phran,1912,Wang Muang,19,Saraburi,14.818,101.132
Nong Han,5014,San Sai,50,Chiang Mai,18.93,99.014
Kho Nuea,3501,Mueang Yasothon,35,Yasothon,15.835,104.044
Lo,5602,Chun,56,Phayao,19.414,100.073
Ta Noen,3615,Noen Sa-nga,36,Chaiyaphum,15.527,102.016
Wiang Sa,8415,Wiang Sa,84,Surat Thani,8.649,99.342
Nong Yat,4801,Mueang Nakhon Phanom,48,Nakhon Phanom,17.342,104.732
Rai Khi,3707,Lue Amnat,37,Amnat Charoen,15.663,104.78
Non Thong,4013,Waeng Yai,40,Khon Kaen,15.904,102.401
Sap Sombun,1610,Lam Sonthi,16,Lop Buri,15.193,101.354
Ban Khaem,3419,Phibun Mangsahan,34,Ubon Ratchathani,15.022,105.25
Non Sombun,3408,Na Chaluai,34,Ubon Ratchathani,14.688,105.201
Hua Don,3404,Khueang Nai,34,Ubon Ratchathani,15.307,104.69
Rop Wiang,5701,Mueang Chiang Rai,57,Chiang Rai,19.898,99.803
Ban Khao,4101,Mueang Udon Thani,41,Udon Thani,17.545,102.775
Pho Si,4508,Pho Chai,45,Roi Et,16.344,103.83
Khok Wan,3106,Lahan Sai,31,Buri Ram,14.449,102.784
Pha Bing,4209,Wang Saphung,42,Loei,17.193,101.773
Bo Yai,4406,Borabue,44,Maha Sarakham,16.115,103.176
Nong Lak,3017,Chum Phuang,30,Nakhon Ratchasima,15.411,102.732
Khum Kao,4606,Khao Wong,46,Kalasin,16.679,104.132
Mon Nang,2006,Phanat Nikhom,20,Chon Buri,13.346,101.257
Laem Son,9105,La-ngu,91,Satun,6.946,99.713
Map Phai,2202,Khlung,22,Chanthaburi,12.598,102.258
Khewa Yai,4404,Kantharawichai,44,Maha Sarakham,16.228,103.184
Tha Sa-At,4202,Na Duang,42,Loei,17.497,101.917
,6601,Mueang Phichit,66,Phichit,16.295,100.367
Lamduan,3211,Lamduan,32,Surin,14.702,103.642
Kamnoet Nopphakhun,7704,Bang Saphan,77,Prachuap Khiri Khan,11.248,99.516
Non Sa-At,3603,Khon Sawan,36,Chaiyaphum,15.816,102.275
Sap Makrut,2702,Khlong Hat,27,Sa kaeo,13.519,102.228
Salaeng,2201,Mueang Chanthaburi,22,Chanthaburi,12.694,102.107
Lam Luk Ka,1306,Lam Luk Ka,13,Pathum Thani,13.972,100.774
Nakha,4409,Wapi Pathum,44,Maha Sarakham,15.836,103.193
Thung Yang,5308,Laplae,53,Uttaradit,17.58,100.015
Huai Yap,5107,Ban Thi,51,Lamphun,18.679,99.163
Ban Bua,3101,Mueang Buri Ram,31,Buri Ram,14.949,102.997
Samrit,3015,Phimai,30,Nakhon Ratchasima,15.216,102.424
Nong Hua Khu,4117,Ban Phue,41,Udon Thani,17.574,102.56
Phia Ram,3201,Mueang Surin,32,Surin,15.067,103.471
Du Phong,5511,Santi Suk,55,Nan,18.898,100.902
Nong Kung,4007,Nam Phong,40,Khon Kaen,16.73,102.897
Nong Hua Fan,3011,Kham Sakaesaeng,30,Nakhon Ratchasima,15.433,102.237
Non Ta Then,3024,Non Daeng,30,Nakhon Ratchasima,15.435,102.488
Na Klang,6002,Krok Phra,60,Nakhon Sawan,15.62,99.981
Na Loeng,3414,Muang Sam Sip,34,Ubon Ratchathani,15.541,104.586
Satuek,3111,Satuek,31,Buri Ram,15.263,103.301
Khung Taphao,5301,Mueang Uttaradit,53,Uttaradit,17.641,100.166
Nang Long,8007,Cha-uat,80,Nakhon Si Thammarat,7.901,99.988
Phu Khae,1913,Chaloem Phra Kiet,19,Saraburi,14.656,100.905
Nong Trut,9201,Mueang Trang,92,Trang,7.594,99.523
Khuem Chat,4015,Nong Song Hong,40,Khon Kaen,15.818,102.802
Khao Ya,9307,Si Banphot,93,Phatthalung,7.746,99.864
Ban Khu,3113,Na Pho,31,Buri Ram,15.712,102.933
Benchakhon,2702,Khlong Hat,27,Sa kaeo,13.542,102.307
Nong Thap Thai,4506,Phanom Phrai,45,Roi Et,15.689,103.984
Nikhom Phatthana,2108,Nikhom Phatthana,21,Rayong,12.856,101.177
Ku Thong,4405,Chiang Yuen,44,Maha Sarakham,16.426,103.003
Na Kham Yai,3404,Khueang Nai,34,Ubon Ratchathani,15.283,104.566
Khao Wong,8409,Ban Ta Khun,84,Surat Thani,8.923,98.929
Nong Mi,3503,Kut Chum,35,Yasothon,16.051,104.296
Nikhom Kham Soi,4902,Nikhom Kham Soi,49,Mukdahan,16.306,104.582
At Samat,4801,Mueang Nakhon Phanom,48,Nakhon Phanom,17.461,104.725
Na Makhuea,4802,Pla Pak,48,Nakhon Phanom,17.273,104.654
Nong Nom Wua,6011,Lat Yao,60,Nakhon Sawan,15.777,99.866
Cha Nong,9003,Chana,90,Songkhla,7.006,100.67
Waeng,4507,Phon Thong,45,Roi Et,16.329,103.984
Sadao,3115,Phlapphla Chai,31,Buri Ram,14.722,103.168
Sa Pradu,6705,Wichian Buri,67,Phetchabun,15.628,101.061
Dong Khi Lek,2501,Mueang Prachin Buri,25,Prachin Buri,14.132,101.439
Kut Sinkhum Mai,4606,Khao Wong,46,Kalasin,16.676,104.049
Ho Klong,6506,Phrom Phiram,65,Phitsanulok,16.985,100.251
Ban Praeng,3008,Dan Khun Thot,30,Nakhon Ratchasima,15.372,101.809
Sakae Rap,1603,Khok Samrong,16,Lop Buri,15.12,100.797
Mak Ya,4103,Nong Wua So,41,Udon Thani,17.238,102.628
Chong Khae,6007,Takhli,60,Nakhon Sawan,15.197,100.422
Pao,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.69,104.978
,3807,Si Wilai,38,Bueng Kan,18.225,103.732
Karo,8021,Nopphitam,80,Nakhon Si Thammarat,8.666,99.827
Kaeng Nuea,3405,Khemarat,34,Ubon Ratchathani,15.932,105.128
Ban Prue,3103,Krasang,31,Buri Ram,14.848,103.299
Huai Chot,4009,Kranuan,40,Khon Kaen,16.667,103.022
Pong Phrae,5716,Mae Lao,57,Chiang Rai,19.812,99.653
Plian,8014,Sichon,80,Nakhon Si Thammarat,8.833,99.87
Si Chomphu,4006,Si Chomphu,40,Khon Kaen,16.841,102.156
Dong Sombun,4611,Tha Khantho,46,Kalasin,16.869,103.366
Sai Mun,3502,Sai Mun,35,Yasothon,15.956,104.224
Ra Not,9007,Ranot,90,Songkhla,7.728,100.267
Song Salueng,2103,Klaeng,21,Rayong,12.743,101.548
Nong Plong,6602,Wang Sai Phun,66,Phichit,16.339,100.504
Phon Phaeng,4711,Akat Amnuai,47,Sakon Nakhon,17.538,103.956
Kho Noi,3422,Samrong,34,Ubon Ratchathani,14.922,104.812
Nong Chang Laen,9206,Huai Yot,92,Trang,7.84,99.585
Dong Khwang,6105,Nong Khayang,61,Uthai Thani,15.315,99.999
Tase,9210,Hat Samran,92,Trang,7.183,99.599
Sakat,3210,Sangkha,32,Surin,14.612,103.753
Non Phluang,6207,Lan Krabue,62,Kamphaeng Phet,16.56,99.857
Ko Manao,3607,Bamnet Narong,36,Chaiyaphum,15.504,101.61
Siao,3319,Benchalak,33,Si Sa Ket,14.799,104.668
,3802,Phon Charoen,38,Bueng Kan,18.121,103.646
Ban Chan,3109,Phutthaisong,31,Buri Ram,15.507,102.983
Tha Thong,9506,Raman,95,Yala,6.565,101.458
Non Pa Sang,4212,Pha  Khao,42,Loei,17.102,102.052
Khueang Kham,3501,Mueang Yasothon,35,Yasothon,15.74,104.16
Tha Kon,4711,Akat Amnuai,47,Sakon Nakhon,17.759,103.961
Isan Khet,3123,Chaloem Phra Kiet,31,Buri Ram,14.641,102.931
Sai Mun,3419,Phibun Mangsahan,34,Ubon Ratchathani,15.304,105.344
Nong Chik,4406,Borabue,44,Maha Sarakham,16.024,103.17
Khon Sawan,3603,Khon Sawan,36,Chaiyaphum,15.93,102.327
Tak Daet,8201,Mueang Phang-nga,82,Phang-nga,8.433,98.489
Samrong,4407,Na Chueak,44,Maha Sarakham,15.87,103.007
Yonok,5708,Chiang Saen,57,Chiang Rai,20.238,100.062
Dong Yen,4111,Ban Dung,41,Udon Thani,17.637,103.379
Ak Khakham,4508,Pho Chai,45,Roi Et,16.385,103.746
Rong Chang,5706,Pa Daet,57,Chiang Rai,19.494,99.947
Lahan Sai,3106,Lahan Sai,31,Buri Ram,14.418,102.854
Ngio,3016,Huai Thalaeng,30,Nakhon Ratchasima,15.077,102.689
Ban Phet,3610,Phu Khiao,36,Chaiyaphum,16.344,102.256
Wang Samakkhi,4507,Phon Thong,45,Roi Et,16.267,104.041
Mueang Yang,3118,Chamni,31,Buri Ram,14.794,102.906
Khao Phra Thong,8007,Cha-uat,80,Nakhon Si Thammarat,7.974,99.905
Nong Ruea,4407,Na Chueak,44,Maha Sarakham,15.828,103.123
Some,4305,Phon Phisai,43,Nong Khai,17.926,103.277
Cho Phaka,3118,Chamni,31,Buri Ram,14.809,102.787
Chiang Wae,4104,Kumphawapi,41,Udon Thani,17.198,103.026
Nong Ruea,4004,Nong Ruea,40,Khon Kaen,16.501,102.464
Thai Nam,6606,Pho Thale,66,Phichit,16.147,100.207
Ban Dan,3121,Ban Dan,31,Buri Ram,15.112,103.162
Tha Krasoem,4007,Nam Phong,40,Khon Kaen,16.613,102.878
Pho Si Sawang,4507,Phon Thong,45,Roi Et,16.242,103.888
Sam Phan Ta,2503,Na Di,25,Prachin Buri,14.081,101.766
Lao,4403,Kosum Phisai,44,Maha Sarakham,16.18,103.068
Non Sawan,4503,Pathum Rat,45,Roi Et,15.584,103.435
Non Sawan,3408,Na Chaluai,34,Ubon Ratchathani,14.659,105.141
Chai Narai,1604,Chai Badan,16,Lop Buri,15.195,101.037
Wat Phrik,6501,Mueang Phitsanulok,65,Phitsanulok,16.715,100.243
Phon Thong,4317,Pho Tak,43,Nong Khai,17.881,102.454
Na Phaeng,4022,Khok Pho Chai,40,Khon Kaen,16.078,102.472
That Thong,4712,Sawang Daen Din,47,Sakon Nakhon,17.494,103.579
Bong Tan,5017,Doi Tao,50,Chiang Mai,18.017,98.661
Phaya Maen,5307,Phichai,53,Uttaradit,17.187,100.016
Na Noi,5504,Na Noi,55,Nan,18.313,100.681
Kampang,3009,Non Thai,30,Nakhon Ratchasima,15.118,102.06
Mueang Thi,3201,Mueang Surin,32,Surin,14.91,103.652
Bu Sung,3316,Wang Hin,33,Si Sa Ket,14.957,104.209
,1102,Bang Bo,11,Samut Prakarn,13.511,100.835
Kanthararom,3103,Krasang,31,Buri Ram,14.966,103.34
Bang Decha,2501,Mueang Prachin Buri,25,Prachin Buri,13.991,101.33
Sao Diao,3114,Nong Hong,31,Buri Ram,14.911,102.609
Thai Samakkhi,3114,Nong Hong,31,Buri Ram,14.885,102.763
Pak Phraek,7101,Mueang Kanchanaburi,71,Kanchanaburi,14.039,99.551
Nong Bok,3431,Lao Suea Kok,34,Ubon Ratchathani,15.423,104.988
Wa Thong,4016,Phu Wiang,40,Khon Kaen,16.761,102.469
U Lok,3211,Lamduan,32,Surin,14.684,103.691
Nong Kung Si,4612,Nong Kung Si,46,Kalasin,16.649,103.274
Kut Kha Khim,3207,Rattanaburi,32,Surin,15.407,103.846
Krasop,3401,Mueang Ubon Ratchathani,34,Ubon Ratchathani,15.309,104.97
Watthana,4713,Song Dao,47,Sakon Nakhon,17.362,103.54
Tham Khae,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.672,105.134
That Choengchum,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.163,104.162
,3802,Phon Charoen,38,Bueng Kan,17.983,103.683
Bung Khla,3601,Mueang Chaiyaphum,36,Chaiyaphum,15.759,102.056
Pho Si Samran,4105,Non Sa-at,41,Udon Thani,16.983,102.839
Nong Sarai,7206,Don Chedi,72,Suphan Buri,14.671,100.011
Wang Yen,7101,Mueang Kanchanaburi,71,Kanchanaburi,13.954,99.4
Saraphi,3022,Nong Bunmak,30,Nakhon Ratchasima,14.814,102.417
Sap Champa,1607,Tha Luang,16,Lop Buri,15.026,101.228
Khao Than,8411,Tha Chang,84,Surat Thani,9.31,99.188
Wang Ngio,6611,Dong Charoen,66,Phichit,16,100.741
Rat Charoen,4408,Phayakkhaphum Phisai,44,Maha Sarakham,15.456,103.321
Dong Lakhon,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.136,101.167
Kaeng Phak Kut,1607,Tha Luang,16,Lop Buri,15.014,101.085
Tham Phannara,8018,Tham Phannara,80,Nakhon Si Thammarat,8.414,99.373
Kham Riang,4404,Kantharawichai,44,Maha Sarakham,16.247,103.236
Nong Prue,2004,Bang Lamung,20,Chon Buri,12.92,100.935
Don Tan,4903,Don Tan,49,Mukdahan,16.299,104.905
Thung Pi,5022,Mae Wang,50,Chiang Mai,18.587,98.741
Dong Bang,3707,Lue Amnat,37,Amnat Charoen,15.716,104.765
Nong Phayom,6604,Taphan Hin,66,Phichit,16.235,100.46
Ngua Ba,4409,Wapi Pathum,44,Maha Sarakham,15.955,103.347
Bua Yai,3012,Bua Yai,30,Nakhon Ratchasima,15.602,102.438
Hua Khwang,4403,Kosum Phisai,44,Maha Sarakham,16.249,103.065
Huai Luek,7606,Ban Lat,76,Phetchaburi,13.008,99.793
Nong Phai,7111,Dan Makham Tia,71,Kanchanaburi,13.808,99.44
Nong Takai,3022,Nong Bunmak,30,Nakhon Ratchasima,14.654,102.397
Tha Kham,9204,Palian,92,Trang,7.172,99.69
Phana Nikhom,2108,Nikhom Phatthana,21,Rayong,12.902,101.135
Fa Huan,3507,Kho Wang,35,Yasothon,15.339,104.405
Khu Tao,9011,Hat Yai,90,Songkhla,7.133,100.481
Bueng O,3019,Kham Thale So,30,Nakhon Ratchasima,15.028,101.932
Duk Ueng,4519,Nong Hi,45,Roi Et,15.559,104.016
Kham Thao,4801,Mueang Nakhon Phanom,48,Nakhon Phanom,17.263,104.764
Fa Yat,3506,Maha Chana Chai,35,Yasothon,15.514,104.256
Chang Khwa,8402,Kanchanadit,84,Surat Thani,9.103,99.442
Phithen,9406,Thung Yang Daeng,94,Pattani,6.679,101.467
Khao Noi,7106,Tha Muang,71,Kanchanaburi,13.919,99.588
,3803,So Phisai,38,Bueng Kan,18.144,103.442
Bua Noi,3303,Kanthararom,33,Si Sa Ket,15.173,104.478
Non Mueang Phatthana,3008,Dan Khun Thot,30,Nakhon Ratchasima,15.304,101.897
Huai Bong,3601,Mueang Chaiyaphum,36,Chaiyaphum,15.843,102.167
Makham Tia,8401,Mueang Surat Thani,84,Surat Thani,9.112,99.347
Salak Dai,3201,Mueang Surin,32,Surin,14.855,103.562
Nam Noi,9011,Hat Yai,90,Songkhla,7.108,100.53
Phalan,3430,Na Tan,34,Ubon Ratchathani,15.96,105.332
,3801,Bueng Kan,38,Bueng Kan,18.328,103.393
San Klang,5705,Phan,57,Chiang Rai,19.607,99.684
Ban Wai,4409,Wapi Pathum,44,Maha Sarakham,15.812,103.294
Chan Sen,6007,Takhli,60,Nakhon Sawan,15.103,100.439
Mueang Prasat,3010,Non Sung,30,Nakhon Ratchasima,15.201,102.194
Wang Mai Daeng,3013,Prathai,30,Nakhon Ratchasima,15.684,102.632
Huai Pong,6707,Nong Phai,67,Phetchabun,16.141,101.034
Sarachit,6405,Si Satchanalai,64,Sukhothai,17.42,99.728
Ba Wi,9210,Hat Samran,92,Trang,7.283,99.597
Phang Khen,3430,Na Tan,34,Ubon Ratchathani,15.921,105.212
Huai Yang,3012,Bua Yai,30,Nakhon Ratchasima,15.626,102.363
Non Khamin,3901,Mueang Nong Bua Lam Phu,39,Nong Bua Lam Phu,17.164,102.283
Mo Mueang,5502,Mae Charim,55,Nan,18.687,100.975
Tham,8204,Takua Thung,82,Phang-nga,8.409,98.412
Phlapphla,3007,Chok Chai,30,Nakhon Ratchasima,14.755,102.129
Salok Bat,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,16,99.801
Kheng Yai,3706,Hua Taphan,37,Amnat Charoen,15.738,104.564
Phrom Lok,8002,Phrom Khiri,80,Nakhon Si Thammarat,8.5,99.793
Non Pho,3701,Mueang Amnat Charoen,37,Amnat Charoen,15.873,104.558
Kham Muang,4019,Khao Suan Kwang,40,Khon Kaen,16.819,102.867
Wang Luek,7208,Sam Chuk,72,Suphan Buri,14.758,100.158
Phu Po,4601,Mueang Kalasin,46,Kalasin,16.59,103.615
Bueng Cham O,1304,Nong Suea,13,Pathum Thani,14.172,100.778
Klaeng,2101,Mueang Rayong,21,Rayong,12.663,101.467
Nong Wa,3319,Benchalak,33,Si Sa Ket,14.754,104.722
Don Chan,4617,Don Chan,46,Kalasin,16.425,103.696
Ban Sa,7208,Sam Chuk,72,Suphan Buri,14.708,100.041
Phai Sing,6003,Chum Saeng,60,Nakhon Sawan,15.829,100.36
Khueang Nai,3404,Khueang Nai,34,Ubon Ratchathani,15.371,104.556
Yang Talat,4607,Yang Talat,46,Kalasin,16.393,103.352
Ban Bueng,2002,Ban Bueng,20,Chon Buri,13.297,101.107
Kan Lueang,3104,Nang Rong,31,Buri Ram,14.73,102.711
Khup,3315,Nam Kliang,33,Si Sa Ket,14.971,104.569
Si Suk,4404,Kantharawichai,44,Maha Sarakham,16.348,103.263
Taluk Duk,6102,Thap Than,61,Uthai Thani,15.452,99.74
Khwao,4510,Selaphum,45,Roi Et,15.946,103.99
Mueang Kae,3111,Satuek,31,Buri Ram,15.19,103.308
Khui,3029,Lamtaman Chai,30,Nakhon Ratchasima,15.353,102.866
Sap Phraya,3104,Nang Rong,31,Buri Ram,14.516,102.662
Marui,8207,Thap Put,82,Phang-nga,8.431,98.639
Khlong Nam Sai,2706,Aranyaprathet,27,Sa kaeo,13.59,102.514
Chiang Khruea,4601,Mueang Kalasin,46,Kalasin,16.434,103.612
Bang Phai,6605,Bang Mun Nak,66,Phichit,16.123,100.403
Krai Nai,6404,Kong Krailat,64,Sukhothai,17.022,99.947
Nong Khu,3611,Ban Thaen,36,Chaiyaphum,16.293,102.398
Yang Kham,4004,Nong Ruea,40,Khon Kaen,16.398,102.515
Phong Ta Iam,2104,Wang Chan,21,Rayong,12.912,101.541
Pha Wong,9001,Muaeng Songkhla,90,Songkhla,7.105,100.588
Puyo,9610,Su-ngai Kolok,96,Narathiwat,6.109,101.993
Sap Thawi,8413,Ban Na Doem,84,Surat Thani,8.914,99.226
Bang Pramung,6002,Krok Phra,60,Nakhon Sawan,15.662,99.997
Dong Phayung,4617,Don Chan,46,Kalasin,16.531,103.708
Truem,3209,Sikhoraphum,32,Surin,15.035,103.845
Trakan,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.466,105.05
Ban Khwao,3602,Ban Khwao,36,Chaiyaphum,15.753,101.911
Ban Sok,3603,Khon Sawan,36,Chaiyaphum,15.892,102.263
Chai Buri,9301,Mueang Phatthalung,93,Phatthalung,7.697,100.093
Khuan Don,9102,Khuan Don,91,Satun,6.814,100.06
Hai Yong,4705,Phanh khon,47,Sakon Nakhon,17.406,103.765
Wang Pla Pom,3906,Na Wang,39,Nong Bua Lam Phu,17.426,102.024
Pong Yaeng,5007,Mae Rim,50,Chiang Mai,18.885,98.82
Tha Mafueang,5307,Phichai,53,Uttaradit,17.238,100.021
Ban Mai,7106,Tha Muang,71,Kanchanaburi,13.868,99.604
Nong Nok Tha,3405,Khemarat,34,Ubon Ratchathani,16.019,105.096
Kham Phi,4807,Na Kae,48,Nakhon Phanom,16.937,104.369
Tanyong Mat,9605,Ra-ngae,96,Narathiwat,6.311,101.724
Chai Chumphon,5308,Laplae,53,Uttaradit,17.631,100.037
Chiang Yuen,4405,Chiang Yuen,44,Maha Sarakham,16.431,103.093
Rai Mai Phatthana,7604,Cha-am,76,Phetchaburi,12.655,99.806
Chik Du,3706,Hua Taphan,37,Amnat Charoen,15.583,104.545
Boribun,4006,Si Chomphu,40,Khon Kaen,16.855,102.092
Nong Hua Chang,3303,Kanthararom,33,Si Sa Ket,15.049,104.643
Khok San,3702,Chanuman,37,Amnat Charoen,16.156,104.996
Nong Suang,4612,Nong Kung Si,46,Kalasin,16.77,103.422
Na Mueang,4510,Selaphum,45,Roi Et,16.074,103.94
Tan Lian,4102,Kut Chap,41,Udon Thani,17.44,102.429
Wong Khong,6506,Phrom Phiram,65,Phitsanulok,17.113,100.107
Khui Ban Ong,6206,Phran Kratai,62,Kamphaeng Phet,16.659,99.667
Wang Sam Mo,4110,Wang Sam Mo,41,Udon Thani,16.941,103.456
Huai Yang,4009,Kranuan,40,Khon Kaen,16.87,103.085
Thung Song,8010,Na Bon,80,Nakhon Si Thammarat,8.255,99.487
Khok Sila,4716,Charoen Sin,47,Sakon Nakhon,17.536,103.605
Chik Daek,3214,Phanom Dong Rak,32,Surin,14.497,103.354
Khao Tok,8414,Khian Sa,84,Surat Thani,8.845,99.251
Lup Kha,3612,Kaeng Khro,36,Chaiyaphum,16.202,102.259
Suea Thao,4405,Chiang Yuen,44,Maha Sarakham,16.47,103.053
Kamphaeng Din,6607,Sam Ngam,66,Phichit,16.585,100.219
Pa We,8406,Chaiya,84,Surat Thani,9.447,99.144
Lahan Pla Khao,3027,Mueang Yang,30,Nakhon Ratchasima,15.487,102.889
Pa Sak,5101,Mueang Lamphun,51,Lamphun,18.519,99.03
Tha Hin,8607,Sawi,86,Chumphon,10.213,99.151
Yang,3303,Kanthararom,33,Si Sa Ket,15.072,104.526
Na Chueak,4607,Yang Talat,46,Kalasin,16.557,103.415
Lao Yao,5103,Ban Hong,51,Lamphun,18.36,98.794
Na Kluea,9202,Kantang,92,Trang,7.326,99.466
Hua Ruea,4409,Wapi Pathum,44,Maha Sarakham,15.762,103.349
Pradang,6309,Wang Chao,63,Tak,16.748,99.184
Khanuan,4023,Nong Na Kham,40,Khon Kaen,16.774,102.387
Thung Na Lao,3613,Khon San,36,Chaiyaphum,16.59,101.864
Kong Ra,9302,Kong Ra,93,Phatthalung,7.463,99.877
Phon Thong,4804,Ban Phaeng,48,Nakhon Phanom,17.876,104.217
Non Phayom,4018,Chonnabot,40,Khon Kaen,16.054,102.547
Na Tan,3430,Na Tan,34,Ubon Ratchathani,15.893,105.31
Wang Thong,3906,Na Wang,39,Nong Bua Lam Phu,17.32,102.03
Thung Yai,3304,Kantharalak,33,Si Sa Ket,14.59,104.591
Nong Thao,4803,Tha Uthen,48,Nakhon Phanom,17.783,104.352
Khon Buri,3002,Khon Buri,30,Nakhon Ratchasima,14.599,102.13
Chuap,9613,Cho-airong,96,Narathiwat,6.256,101.817
Thung Khlong,4610,Kham Muang,46,Kalasin,16.938,103.679
Wang Mai,9308,Pa Bon,93,Phatthalung,7.318,100.23
Chum Phuang,3017,Chum Phuang,30,Nakhon Ratchasima,15.344,102.75
Nong Pling,6001,Mueang Nakhon Sawan,60,Nakhon Sawan,15.645,100.169
Khok Kham,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.531,100.326
Lalom Mai Phatthana,3007,Chok Chai,30,Nakhon Ratchasima,14.811,102.243
Na Rueang,3429,Na Yia,34,Ubon Ratchathani,14.987,105.068
Lat Yai,3601,Mueang Chaiyaphum,36,Chaiyaphum,15.809,102.189
Ban Na,2103,Klaeng,21,Rayong,12.846,101.674
Ku Chan,3504,Kham Khuean Kaeo,35,Yasothon,15.682,104.399
Trom Phrai,3209,Sikhoraphum,32,Surin,14.845,103.785
Tha Kham,8417,Phunphin,84,Surat Thani,9.062,99.218
Don Kaeo,5007,Mae Rim,50,Chiang Mai,18.86,98.939
Thung Prang,8014,Sichon,80,Nakhon Si Thammarat,8.958,99.876
,3802,Phon Charoen,38,Bueng Kan,18.094,103.698
Kao Kham,3409,Nam Yuen,34,Ubon Ratchathani,14.577,105.02
Chang Pi,3209,Sikhoraphum,32,Surin,14.946,103.705
Mueang,4201,Mueang Loei,42,Loei,17.523,101.705
Huai Fai Phatthana,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.522,105.168
Non Thon,4001,Mueang Khon Kaen,40,Khon Kaen,16.595,102.837
Bua Chet,3213,Buachet,32,Surin,14.527,103.942
Huai Mek,4608,Huai Mek,46,Kalasin,16.596,103.216
Kut Rang,4412,Kut Rang,44,Maha Sarakham,16.072,103
Sahatsakhan,4609,Sahatsakhan,46,Kalasin,16.728,103.55
Noen Kum,6505,Bang Krathum,65,Phitsanulok,16.541,100.458
Wat Bot,7204,Bang Pla Ma,72,Suphan Buri,14.33,100.037
Hua Khao,7202,Doem Bang Nang Buat,72,Suphan Buri,14.869,100.038
Din Udom,8107,Lam Thap,81,Krabi,8.1,99.358
Bawa,4711,Akat Amnuai,47,Sakon Nakhon,17.495,103.987
Khok Khamin,3115,Phlapphla Chai,31,Buri Ram,14.769,103.193
Mueang Phia,4010,Ban Phai,40,Khon Kaen,16.102,102.684
Thanon Hak,3104,Nang Rong,31,Buri Ram,14.616,102.833
Thung Tao,8412,Ban Na San,84,Surat Thani,8.917,99.357
Khu Mueang,3506,Maha Chana Chai,35,Yasothon,15.502,104.184
Lat Phatthana,4401,Mueang Maha Sarakham,44,Maha Sarakham,16.207,103.397
Nong Phak Nak,7208,Sam Chuk,72,Suphan Buri,14.757,100.032
Tum Yai,3102,Khu Mueang,31,Buri Ram,15.165,103.137
Narong,3215,Si Narong,32,Surin,14.754,103.882
Wat Luang,4305,Phon Phisai,43,Nong Khai,17.949,103.013
Khok Mang Ngoi,3603,Khon Sawan,36,Chaiyaphum,15.955,102.259
Makha,3009,Non Thai,30,Nakhon Ratchasima,15.265,102.098
Sang Nok Tha,3701,Mueang Amnat Charoen,37,Amnat Charoen,15.841,104.75
Thung Thong,6208,Sai Thong Watthana,62,Kamphaeng Phet,16.341,99.899
Mon Thong,2403,Bang Nam Priao,24,Chachoengsao,13.874,101.043
